Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"Noussa's spot is very convenient base to explore Montreal. Very easy to get to from the airport, and close to public transportation if you want to explore other areas.

The apartment is also very clean and nice, although a bit smaller than pictured. No complaints though on size. I would highly recommend to anyone.","9,0",3,1,10.0,-1.0
"Estar en este apartamento fue una experiencia increíble, tiene todo lo que necesitas, no duden en hospedarse aquí, es un lugar muy seguro y confortable, el anfitrión es muy amable , lo recomiendo","9,0",0,0,7.0,2.0
"We were amazed by how great and beautiful this place was. We felt like it was our home at the moment we entered the apartment. Everything was clean, well located... Everything was on point! I have nothing else to say and I would definitely recommend this place. The instructions were clear and it was easy to communicate with the host. We were happy about our stay there. ","9,0",4,1,10.0,-1.0
"Just for the neighborhood, it is a great place to stay. It is perfectly located on the Plateau Mont-Royal, near SO MANY restaurant and hot spots, near the subway or at a walkable distance from downtown. The home itself is a bit small, but very clean and quiet. We had a few problems with the shower (hot water not closing), but we were warned by Zaki about it (even if a  bit late : two hours before arrival). Except these few details, we had a great week-end in Montreal !","9,0",2,1,10.0,-1.0
Great place!,"9,0",4,1,10.0,-1.0
"Irina’s place is very chic and modern. It is located in the heart of the plateau close to restaurants, parks and bici bike stations. It should be noted that it is not air conditioned and can be uncomfortable in warm weather. ","9,0",3,1,10.0,-1.0
Tanguy and Uriel are very pleasant people and the Airbnb was lovely and clean. Highly recommend.,"10,0",4,1,10.0,0.0
"There are two key components to my review.  The first is Location, Location and Location.  You could not want for a better place to stay in Montreal.  Firstly, you’re barely five minutes from the Atwater Market to get all those amazing goodies for your meals (which we did!) and five minutes from one of the Metro station that will get you to most of the key sightseeing places in Montreal.  We didn’t use our rental car during our three day stay there.  On top of that, walk out the apartment door and whether you went left or right, there was an amazing selection of cafes to choose from.  

Secondly and most important is the apartment itself.  The apartment had everything you could want for your stay, a comfortable bed, great living area and so on.  Then add in the personal touches left by the host like fresh flowers, coffee, etc. and you can see why I can’t recommend Alfredo’s apartment highly enough.  I’ll certainly won’t hesitate staying there again should I return to Montreal in the future.","10,0",4,0,10.0,0.0
"Ce logement est bien aménagé et équipé, très clair et agréable à vivre. La terrasse est particulièrement sympathique. Le lit est confortable ainsi que le canapé.
Les bords du Saint Laurent sont très proches et apaisants, le métro Verdun est à 15 mn à pied mais un bus le rejoint. Une épicerie pleine de produits tentants est au coin de la rue.
Emma a su répondre aux petits problèmes rencontrés avec rapidité et efficacité. Il est très facile de la joindre et d'échanger avec elle.","10,0",2,0,10.0,0.0
"Excellent hôte Airbnb, tout est adéquat!! fortement recommandé...","10,0",4,1,10.0,0.0
The place was just as described. Great location. Very good communication. Helpful restaurant recommendations. We enjoyed our stay very much.,"9,0",3,1,10.0,-1.0
Richard’s place was very hip and comfortable situated in an excellent neighborhood tucked away in a quiet lane way,"10,0",4,1,10.0,0.0
"This is an extremely clean and well-kept accommodation.  You will find all the usual amenities plus more, such as a refrigerator stocked with eggs, homemade jam, milk, margerine, and condiments, etc.  You are greeted by an array of home baked muffins and cookies. Communication was easy and excellent when we had a problem with the cable service.  William and Susan were there in a flash to help us out.  This one bedroom apartment is in an ideal location for walking to the Botanical Gardens, Olympic stadium, and Biodome, and has easy access to the metro and bus service.  Very quiet...like a little oasis in the city of Montreal.","10,0",4,1,10.0,0.0
Host was very welcoming and very friendly. The place was very accessible and very clean. Also the bedroom was unexpectedly huge! Host also provided lots of information and guidance. Overall the experience is very positive. I also had great night sleeps at her place!!,"10,0",4,1,10.0,0.0
Nice place. We arrived very late and Steven still welcomed us and showed us around.,"9,0",0,1,7.0,2.0
Isabelle et Jonathan sont très sympathiques ! Ils nous ont fourni des adresses utiles pour visiter Montréal. Le logement est très bien situé. La chambre est nickel et décorée avec goût ! On recommande sans hésiter ;),"10,0",2,0,10.0,0.0
"Comme d'autres ont du le faire avant moi je recommande , très bien placé , super accueil et aide , et très plaisant et confortable","10,0",0,0,7.0,3.0
What you see is what you get. Beautiful loft!,"9,0",4,0,10.0,-1.0
"Great location, near subway station, restaurants and grocery store. Everything very clean and convenient. Small but very comfortable for two. Christopher is a great host, always available and ready to solve any problem you may have.","10,0",3,1,10.0,0.0
"Everything was great and absolutely satisfactory. Quick, responsive communication, super clean and nice apartment with lots of amenities and top location in walking distance to anything we needed. Anytime again :)","9,0",4,1,10.0,-1.0
"A great place, an extraordinary host and magnificent view of Montreal amidst quiescence!!","10,0",4,1,10.0,0.0
"My husband and I would recommend Jonathan's condo. It is a great location and the indoor parking was wonderful. We did not use our car during our visit,we were able to walk or get to the metro easily. There is a grocery store a 10 min walk away and many great restaurants close by. Jonathan is a great host he was there to meet us and show us around. There was milk and eggs in fridge and a loaf of bread. He even dropped off coffee for the coffee maker. This is a great spot for a couple. We would definitely stay here again.","10,0",3,1,10.0,0.0
"Karl was super accommodating -- even going out of his way to tune up the bikes for us!

Great apartment in a convenient location. Would definitely stay here again. Thanks, Karl!","9,0",4,1,10.0,-1.0
On se sentait comme a la maison!,"10,0",2,0,10.0,0.0
It was a pleasure being with such a sweet family. Had a very wonderful time in Montreal. Everything was great. They made me feel as I was in my own home. Thank you very much to all of you and wishing a superb 2018 !!!!,"10,0",4,1,10.0,0.0
We loved staying in Anouchka's charming apartment apartment and she made sure everything went smoothly for us. Highly recommended!,"10,0",4,1,10.0,0.0
Appartement conforme aux photos et même mieux. Communication très facile et très bon emplacement. Une valeur sure !,"10,0",1,0,9.0,1.0
L'appartement était propre et sentait bon. Un cartable nous attendait sur la table de cuisine et nous y avons retrouvé toutes les informations nécessaires sur le logement et le quartier.,"10,0",2,0,10.0,0.0
"While we didn't get a chance to meet Frédérique, she was communicative throughout our stay and answered questions we had. The apartment is a short walk from the Métro, a grocery store, and several restaurants and cafés. Overall, a great stay.","10,0",3,0,10.0,0.0
"Melanie was very welcoming throughout the trip and told us about some of her favourite places to go. She let us drop off our bags and explore the city while she got the place ready for us. The description of the place is very accurate and the entire place feels homey.  The neighbourhood is peaceful and there are a ton of restaurants, shops, bars and places to buy alcohol. The metro subway station is also very close by. The private roof terrace is absolutely amazing and I can definitely say that we spent most of our time outside on it. I miss this place already!","10,0",4,1,10.0,0.0
"I had high expectations from the pictures of the place and my short conversation with Eve. Taking that into account, the experience still highly surpassed my expectations. Eve is an amazing person that is more a friend than a host after having met her for a few minutes.","9,0",4,1,10.0,-1.0
"Great hosts so friendly and easy to deal with, perfect location and really nice apartment, would stay here again.","9,0",3,1,10.0,-1.0
"We loved our five night stay in this clean and quiet little condo. The location was perfect, just steps to the metro in a cool neighbourhood. 

Laurence was great! She was super organized and very thoughtful. She even provided a few things for breakfast or first morning which was really appreciated. 

After long days of sightseeing (during a heatwave), it was such a relief to walk in the doors of our air conditioned home away from home. We’d definitely stay here again.  Merci beaucoup!","10,0",4,1,10.0,0.0
"Richard was an amazing host. He was accommodating when are arrival plans changed, and extremely helpful in providing us his thoughts on best places to see around Montreal. The space was perfect; clean, welcoming, and the location can't be beat. Will be recommending Richard to anyone looking to visit!","10,0",4,1,10.0,0.0
Yanick's loft was perfect for my short trip to Montreal. The space was comfortable and the location perfect for exploring the city. Highly recommend!,"10,0",4,1,10.0,0.0
"This is a great place. It's super clean, everything is new and tidy. I spent almost three weeks here, and what's great about the place is that everything's there: from umbrella to ironing board, and from whisk to knife set. Everything you reasonably might expect to need---it's there. Couldn't have been happier with it!","10,0",3,1,10.0,0.0
"Andrée est une hôte merveilleuse et l'appartement est spacieux, propre, sympathique et très pratique. Nous y avons passé 6 jours. Métro et commerces à proximité.  Je recommande cet appartement sans réserve! Au plaisir d'y retourner :)","10,0",0,0,7.0,3.0
"we spend great time at Layal's place, his appartement is lovely and cozy and very close to Saint-Viateur baggel factory. We really enjoyed to take our breakfast there the next morning.","10,0",4,1,10.0,0.0
"A terrific place for seeing a lot of Montreal. Really close and accessible to Mont Royal for walks, close to tons of neat restaurants both on St. Laurent and surrounding neighbourhoods. Walkable to downtown or Vieux Montreal if your game, or there is a Bixi bike rental right behind. 

We stayed there with 3 kids and 2 adults and there was lots of space and the amenities were just what we needed. 

Just a heads up if you are mobility limited, it's two flights of stairs up and no elevator. Wasn't an issue for us but could be for others. ","9,0",3,1,10.0,-1.0
"Perfect location, Room felt like a hotel room.","9,0",4,1,10.0,-1.0
Carole's place is the perfect spot for a Montreal getaway. It's in a great location where you can walk everywhere and the concierge were all so friendly! It has stellar views of the city from the room plus from the roof top terrace and pool which was a real treat. The apartment was also very clean and it doesn't look like anyone lives there so felt more like a hotel rather than being in someone else's living space which was nice,"10,0",4,1,10.0,0.0
"This was an amazing find. Centrally located, this apartment was perfect for our 6 person group’s doors and drink tour of Montreal. Plenty of supplies and sparkling clean, would definitely stay here again. (Parking details were provided by host and cost about 25$ a day)","10,0",3,1,10.0,0.0
"Lovely apartment, walking distance from all the tourist attractions but also very quiet and fully equipped, if you ever want to escape the crowd and spend an evening at home. The perfect place to explore old Montreal! Also, Yanick is a great host: he always available and flexible about my check-in and chek-out time.","10,0",4,1,10.0,0.0
"Ben's apartment is exactly as pictured and described, really clean and the location was perfect! Communication with Ben was super easy, and he was really understanding of our unexpected very late arrival into Montreal. Highly recommend!! ","9,0",4,1,10.0,-1.0
"Logement très agréable, jolie décoration, bien équipé. Il est possible de se garer pas trop loin.
Une bonne adresse","10,0",0,0,7.0,3.0
Very clean and comfortable!   Really enjoyed staying here.,"10,0",4,1,10.0,0.0
"Super appartement ! en demi sous sol donc éclairé mais quand même frais, très propre et bien équipé. dès notre arrivée nous avons très bien été reçu par Philippe qui avait laisser des muffins pour nous dans la cuisine. Le quartier est très calme, en face d'un agréable petit parc. Les hôtes sont extrêmement gentils et ont pleins de petites attentions très appréciées ! ","10,0",2,0,10.0,0.0
L'appartement est aussi beau que sur les photos et fonctionnel. Brigitte est une hôte exceptionnelle: disponible et attentionnée. Elle a été aux petits soins pour nous. Le logement est un peu excentré du centre ville mais cela ne pose pas de soucis dans la mesure où le bus n°34 passe régulièrement.,"10,0",3,0,10.0,0.0
"Great place to stay the night, was a very short stay in our case, as we showed up in the afternoon to leave early next morning.

However, host is very pleasant and nice, and the place itself is great! ","9,0",3,1,10.0,-1.0
"Thanks to René and Naima, I rented their place for a small photoshoot and everything was awesome, clean and well representative of the picture.

I would definitively recommend that house for a weekend, long stay or small commercial production.","10,0",3,1,10.0,0.0
Tres beau sejour,"10,0",0,0,7.0,3.0
This place is amazing. We can't fault it! A beautiful apartment right on the middle of the old part of town - so accessible. Teena brought us everything we needed for breakfast and made us very welcome when we arrived. Oh and the shower was probably the best one I've ever (Website hidden by Airbnb) powerful! There's a lot of thought that's been put into this listing and it really all adds up to make a perfect stay!,"10,0",4,1,10.0,0.0
Logement pas cher et très bien situé.,"10,0",0,0,7.0,3.0
Great spot! Check in/out was easy. Cool loft apt with unique layout.,"9,0",4,1,10.0,-1.0
"Great host, Perfect location the neighbourhood is quiet with almost anything you need within walking distance and access to public transit. 10/10 would recommend and would stay again when in Montreal.","10,0",3,1,10.0,0.0
"Très bon séjour appartement parfaitement propre, moderne et au calme, je reviendrai ! Mérite son titre de superhost ! Dommage qu'il n'y ai pas de micro ondes dans la petite cuisine.
Merci beaucoup !","10,0",2,0,10.0,0.0
"Great location, awesome place, perfect for our stay.","9,0",4,1,10.0,-1.0
"I had an excellent stay at Martin's place,  the space was super clean and gorgeous ( exactly like in the photos)  very lofty  and close to everything like shops ,restaurants , cafes , bakeries, grocery stores, parks ,cultural events ... the list goes on!   Communication with Martin was easy and quick. Overall a fantastic experience :)","10,0",4,1,10.0,0.0
"It was an amazing experience chez Adam!  He accommodated our stay spectacularly, was very flexible, and a very nice host in general. Highly recommend it!","10,0",4,0,10.0,0.0
"Nous avons du annuler notre réservation après une nuit.  On recommande plus d'attention par rapport à la propreté des oreilles, draps et linge de maison, ainsi que la partie cuisine& frigo.  ","8,0",2,0,10.0,-2.0
"Jose was so lovely.  She made me tea and we shared a lemon loaf while chatting.  Her roommate was equally friendly, and was so interesting.  The room looked like a hotel room, and the shower was really nice.  This is such a convenient location in Pointe-Claire.","10,0",3,1,10.0,0.0
"Sarah & Aristide were super helpful from the get-go. We received a note upon our arrival of what to expect when we reached the apartment, along with guidelines of where to park -Montreal street signs can be a little tricky. The apartment itself was very clean, cozy and has lots of character. The interior brick walls were a nice touch, the floors were a little uneven in certain areas - we got used to it fairly quickly and it definitely added to the rustic feel of the apartment. It is also in a great location - close to various cafes, shops, and in the middle of two main streets. The kitchen was stocked with the essentials for cooking - as well as coffee and tea which is always a plus. Internet was easy to connect to and very fast - there was also a small, yet loud, stereo system available for use in the living room. We really enjoyed our stay here and would definitely recommend!","10,0",3,0,10.0,0.0
L'hôte était très organisé et gentil. Nous avons bien apprécié l'efficacité d'acquérir les clés et de nous avoir montré l'endroit qui était facilement accessible. C'était notre première expérience avec Airbnb alors on ne savait pas trop à quoi s'attendre. Nous avons aimé les petits détails rajoutés comme le journal édition Grand Prix sur la table à notre arrivée (la raison de notre visite). Très belle endroit que je recommande à tous! :),"10,0",2,1,10.0,0.0
"Daniel, put simply, is a consummate host. This is my first Airbnb experience and he has set the bar high. From the get-go, he was proactive in communicating with his guests. For example, by giving me directions to his place and informing me that the roads were closed due to a festival before I arrived, so that I could plan an alternative route to his place. He even greeted me at the door and gave me a quick tour around Montreal as it was my first time visiting Quebec. Bilingual and affable, Daniel ensures that his guests are comfortably well-settled, especially for English speakers who may have difficulties navigating around Montreal. His apartment is clean and his two cats, Paco and Baboo, are absolutely adorable. Depending on your preferences, Daniel can be a guide and friend, or simply a host if you wish it be. It is his versatile approach to hosting that impresses me the most.

Location-wise, his place is steps away from the Mont-Royal métro and in the heart of the French Ghetto. Good food is found everywhere. La Banquise and Fameux for Poutine, L'Avenue for brunch, Yokato Yokabai for ramen, pâtisserie kouign aman and plenty more. For bibliophiles, there is a ton of francophone bookshops nearby.

In short, I had a pleasant stay and got to experience a (very) local taste of Montreal. Merci beaucoup, Daniel!","10,0",4,1,10.0,0.0
"Richard et sa femme sont très accueillants et agréables, leur logement est super et idéalement situé dans Montréal!
","10,0",0,0,7.0,3.0
The apartment was very nice and in an awesome location. It was clean and comfortable. The only downside was that the air conditioning was broken so the nights were a little hot. There were ample fans though and the neighborhood was safe enough for us to sleep with the windows open. Amazing bars and restaurants were easily walkable and the city bike station was only a block or so away.,"9,0",3,1,10.0,-1.0
Catherine was a great host and quick to respond to any questions we had. Her place is charming and in a fantastic area with everything you need. Her local recommendations were spot on - best croissant I've ever had!,"10,0",4,1,10.0,0.0
"Apartment is very stylish. I really loved the high ceilings and exposed brick. The location was great, it was close to Notre-Dame basilica, cafes, restaurants, shops and a short walk to the Old Port. We stayed with kids and being close to everything was a bonus. Frederick and Kloe were amazing hosts and very responsive. When we had a problem with air mattress, they quickly responded and provided another one. I would definitely recommend this place.","10,0",4,1,10.0,0.0
"Amal must be the most responsive host we ever had. We never met in person but he provided timely support nevertheless. The location is very good especially if you are new to Montreal; it’s walkable everywhere. One thing to note is the the unit is advertised as 1.5 bath. I understood that to mean 1 full bath and 1 half bath. This was not the case; the unit only has one larger than normal full bath. Perhaps there’s a a difference in American vs Canadian understanding of 1.5 bath! There’s indoor parking FYI for additional cost but it’s worth it especially in winter.  Thanks for being a good host, Amal!","9,0",1,0,9.0,0.0
Booked this place for a night with a group of 10 and and it was an amazing decision! The house is very well kept with an awesome chic design. Jade was amazing at answering questions very quickly and helping us make the most of our stay. Thanks again Jade! We all had a great time!,"9,0",4,1,10.0,-1.0
"Daniel is wonderful ! A kind, generous, creative and intuitive person. He will make you feel welcome and give you any tips you need for your trip, as well as be intuitive to you and your needs if you want to stay private. 

The superhost title is so well deserved. 

His home quickly becomes your home - it is beautifully laid out, clean, tidy and a great place to spend time in, or arrive back to after a day of sightseeing / work.

It is right by the subway so only a 2/3mins way. Near by restaurants and bars, shops, swimming pool, park ! Everything. 

I cannot recommend daniels air bnb more highly.

Stay here ! You won't be disappointed 

   ","10,0",4,1,10.0,0.0
Appartement très joli et idéalement situé. Hôtes très arrangeants et accueillants.,"10,0",0,0,7.0,3.0
"Check in is simple with a lock box. Place was as expected, clean, comfortable, great location. Parking garage was easy to find, a bit of a tight fit if you have a larger vehicle, but extremely convenient to have a parking available in this area. We would stay here again!","9,0",3,0,10.0,-1.0
"Great location, very comfortable room, very friendly hosts. ","10,0",4,1,10.0,0.0
Great experience,"9,0",4,0,10.0,-1.0
Highly recommend. The home is very clean and and well depicted in the AirBnB posting. It is in a quiet neighborhood with lots of parking.  The hosts were very quick to respond to any request we had. The nearby Park-nature Du Bois-de-l'ile-Bizard was a great spot for a hike.,"10,0",4,1,10.0,0.0
"The location is perfect. Walking distance to many things especially Old Montreal, and the train is just around the corner if you want to go further. The hosts were also very helpful and responded quickly to any messages. The apartment itself looked just like the images and was perfect to relax in and play some pool before going out. The one flaw for us however was finding parking. There are multiple lots close by, but the attendants were never there so you can only pay for so long in the machine, which required us to wake up at 5am more than once to refill the meter.  ","9,0",3,1,10.0,-1.0
"Tyler est un excellent hôte qui répond rapidement aux messages et s'assure du confort des invités. L'appartement est vraiment bien situé dans le centre-ville, au pied du Mont-Royal.  Dépanneur, SAQ et épicerie a moins de 3 minutes de marche. Le stationnement inclus est vraiment un gros avantage et il est situé très proche de l'appartement et est sécuritaire. Rue tranquille (j'ai très bien dormi!) mais proche de l'action si vous voulez sortir au restaurant ou dans les bars. Lit très confortable et salle de bain moderne. Le style loft urbain vous met dans l'ambiance. Petite terrasse privée bien appréciée pour l'apéro. Cuisine fonctionnelle, quoique frigo relativement bruyant. Excellent réseau wifi. Somme toute, un excellent séjour chez Tyler! Je recommande fortement!:)","9,0",4,0,10.0,-1.0
Great location. Apt is on a beautiful block filled with charm. Richard was a great communicator (fast and helpful). I totally recommend the place.,"10,0",3,1,10.0,0.0
Ben's place was ideal for our short stay in Montreal. Well located for downtown and for Mont Royal Park. Nice apartment with everything we needed and Ben was responsive to any questions.,"9,0",3,1,10.0,-1.0
Great spot. Small and cozy- perfect for one person. The hostess is friendly and welcoming. I had to leave early and she was very accomodating despite having arranged to only come back to the city after I had left.,"9,0",3,1,10.0,-1.0
Karl was a great host and was quick to respond to any queries we had. The property itself was very charming and has everything we needed for a comfortable stay.,"9,0",4,1,10.0,-1.0
"Chrystel is by far one of the best host i've had on airbnb. Always there to help and super fast too. The appartment is very modern and perfect for the Montreal night life. Close to everything, it's a great place for all the tourists. Thanks again Chrystel !!","9,0",4,1,10.0,-1.0
"This is a great place to stay if you are looking for a central location, a sweet view, and a stylishly decorated place. It had everything we could of thought of and beyond. I highly recommend Hernan's space. ","10,0",4,1,10.0,0.0
"This place is awesome! It is very clean and spacious. The parking spot was very useful. William is a great host, very easy to communicate with and message. I will definitely be back! Highly recommend. ","10,0",4,1,10.0,0.0
Best location and most gracious host I have ever had!,"10,0",4,0,10.0,0.0
"Super easy to communicate with host, good location - very walkable and close to subway, and nice, functional space.","9,0",3,1,10.0,-1.0
"Chez Andréane, il ne manque rien. Un endroit spacieux, meublé, tout près du métro et d'une des attractions touristiques principales de Montréal (biodome, jardin botanique, planétarium). Nous avons fait beaucoup de bonnes expériences avec Airbnb, mais cette fois là, impossible de trouver mieux !","9,0",0,0,7.0,2.0
"Super de bel appartement en plein coeur de montréal , belle déco et ambiance et piscine au rez de chausser","9,0",0,0,7.0,2.0
Amazing location!  Has everything you need for a fun getaway w/ friends.,"9,0",4,1,10.0,-1.0
"Melanies home was clean, well equipped and comfortable. The roof top terrace was and added bonus. There are several means of transportation very close by, great bakeries and shops within walking distance. I would definitely stay again.","10,0",4,1,10.0,0.0
Great clean apartment. Hart of Montréal for sure. 5 min away from Sainte-Catherine. Cheap and secure underground garage. I would definitely stay there again,"10,0",3,1,10.0,0.0
"A beautiful place to stay, just outside of old Montreal. The subway was a 5-10 minute walk away and was easy to find. It was another 5-10 minute ride into town, but it was great to get off at different stations and have a look round. Car parking was easy and we felt comfortable leaving the car out front.  The unit itself was clean and comfortable; the bed was so cosy. The only minor criticism, there was no aircon, but there are multiple fans which helps cool the unit down. Overall a great place to stay and I would recommend the unit to anyone wanting to visit Montreal. Thanks Valérie for being a great host.","10,0",3,1,10.0,0.0
"周边有些吵闹,不利于休息｡","9,0",0,0,7.0,2.0
"Super appart pour visiter Montréal ! 
Philippe et Sandra nous ont très bien accueillis et se sont montrés très disponibles pendant notre séjour.
L'appartement est situé dans un quartier calme et typique de Montréal, à 2 pas de toutes les commodités.
Nous y avons passé un excellent séjour. 
En bref, nous recommandons cette adresse !","9,0",4,0,10.0,-1.0
"Good location, clean, professional, very open to accommodating specific needs and requests.","9,0",2,1,10.0,-1.0
really nice place! I will definitely come back next year!,"9,0",4,1,10.0,-1.0
"Nice host, very responsive easy to communicate with. The place is spacious and in a good location. Great stay!","9,0",4,1,10.0,-1.0
Le logement de Richard était parfait pour accommoder mes proches en visite. la tranquillité de la rue et la proximité du centre ville ont été particulièrement appréciées.,"10,0",2,0,10.0,0.0
"El barrio es muy lindo y queda cerca de todo. Está muy bien ubicado. La casa es cómoda, coincide perfectamente con la descripción del anuncio. Tanto Richard como Martine fueron muy hospitalarios y amables en su trato. Nos brindaron información que nos resultó muy útil.","10,0",2,0,10.0,0.0
Everything is just great! Perfect condo!,"9,0",4,1,10.0,-1.0
"The POD is a cute little home away from home! The location is amazing — it’s close to a subway station, grocery, and bistro. The place was well-decorated and has great amenities. You really can’t beat the value for the price. Christopher and Charles are great and super helpful hosts! I’d love to come back again soon.","10,0",4,1,10.0,0.0
"Konrad est un hôte très sympathique. Sa vie est aussi remplie qu'intéressante. Un séjour très agréable, je recommande !","10,0",0,0,7.0,3.0
"Great host, the location is a 7 minute walk to the groceries. Lots of bars to go to very close to the strip and anything you need.","8,0",3,1,10.0,-2.0
"L'expérience dans l'appartement de Jad a été tout à fait extraordinaire. Très luxueux complet, localisé au centre-ville près de tout, je le recommande pour ceux qui aiment le milieu urbain dans un appartement hôtel","10,0",0,0,7.0,3.0
"Catherine's place was perfect for my stay in Montreal. The space was clean, comfortable and conveniently located in the lovely community of Verdun (~20 mins to downtown Montreal). Communication was efficient and timely and pretty sparse since everything was easy to locate in the studio. I look forward to staying there again next time I am in town.!","9,0",3,1,10.0,-1.0
"The apartment was safe, secure and quiet.  It's location was incredible and Jonathan was a very gracious host.  I would definitely book with him again.  ","10,0",4,1,10.0,0.0
"Sarah’s place was in a  fabulous location, close to transport and shops and safe with the security on the front doors of the building. 
All instructions for finding it and the access was clear and easy. Very comfortable bed, and a great size space. The extra touch’s such as bottled water was fabulous. Having the wifi was also great as an international traveller.","10,0",4,1,10.0,0.0
"The apartment is very conveniently located, just steps from the metro station and right in the center of the Plateau district. The place is very cute and clean. Sandy & Colin are very helpful and friendly but also great about respecting their guests' personal space. ","9,0",3,1,10.0,-1.0
She's the sweetest person ever if u are looking for a great place u should stay at her place.,"10,0",0,1,7.0,3.0
"Great location, clean, quick responses to questions and any needed help.  I recommend.","10,0",4,1,10.0,0.0
Great host and excellenet location! Highly recommend this place.,"10,0",4,1,10.0,0.0
"Karl's place is THE Montreal experience. Having lived in Montreal the first 25 years of my live it was just like being home. The location is right downtown and walk-able to everywhere I wanted to be. The apartment itself was clean, uncluttered and cozy. I loved the fireplace and stained glass windows. My friend and I both agreed we'd move back to Montreal if we could get an apartment like Karl's!","9,0",4,1,10.0,-1.0
"Sarah & Aristide have a wonderful apartment (and very nicely decorated!). Walking distance from St-Laurent, St-Denis and downtown, the location is a dream. They were very communicative throughout my stay and went above and beyond to make it an excellent experience. I would highly recommend this spot to other guests. ","10,0",4,1,10.0,0.0
"Logement bien situé, propre, spacieux et très bien équipé.","10,0",0,0,7.0,3.0
"What a spot!! After a simple miscommunication at check in my girlfriend and I were inside the best value Apartment space in Old Montreal! Everything was clean, assessable and secure inside the building. Parking was easy enough. And... you cannot beat the location. Walking distance to Old Montreal, the Old Port, St Catherine’s and Crescent St restaurants downtown! Highly recommend.","9,0",3,0,10.0,-1.0
"Again it was a pleasure....Jose's place is so comfortable and warm !
And she is a great, funny and generous lady !!","10,0",4,1,10.0,0.0
"Great location in Montreal, very intimate but central to the surrounding neighborhoods full of life. Also very stylish interior decor. It will make you relaxed to be in.","9,0",4,1,10.0,-1.0
Tiny place as advertised but cozy and well setup,"10,0",0,1,7.0,3.0
"I exspecially enjoyed the cleanliness and the excellent quality of the entire décor, the functionality of the items, the studio apartment is really cozy cheap compared to the offer of hotels and residences in montréal. If you have special space requirements, it is best to point to a two-room apartment, here the bed, although separate from the living room/kitchenette, is visible. My review is great, i would recommend it, even for a stay longer than two weeks that i and my husband spent there.","10,0",4,0,10.0,0.0
"Très bel emplacement et très agréable séjour au cœur de Montréal avec un hôte attentif, très sympathique  et prévenant. Merci","10,0",0,0,7.0,3.0
"Logement très agréable, confortable et reposant. Nous recherchions un petit coin de paix pour quelques jours et c'était un lieu idéal! ","10,0",0,0,7.0,3.0
"Stayed 1 night for a short trip to Montreal.
Communication with Karim was very prompt. 
Parking inclusion is a great bonus. Check-in instructions were very clear.
Apartment building is on older side but no complaints overall.

Thanks Karim!","9,0",2,0,10.0,-1.0
Great location with a very convenient parking spot which was very helpful. Very comfortable space with everything we needed for a two night stay in Montreal.,"9,0",3,0,10.0,-1.0
"Karl was very gracious and always available to answer any questions we had during our stay. The home was very clean and comfortable, the location was absolutely perfect for exploring the city and we felt very safe.  Not one complaint.","9,0",4,1,10.0,-1.0
"Un appartement très sympathique dans un quartier calme et super agréable de Montréal. On a adoré se balader à pied dans ce coin. L'accès au toit est un plus appréciable.
Cédric est très sympa et arrangeant, il a été très souple avec nos horaires d'arrivée et de départ !","10,0",2,0,10.0,0.0
"Couldn't have asked for more. The place was great, the hosts were accommodating, everything was in order. They even came to check on us and gave us places to check out. Great hosts. We had an amazing time would 100,000% rent again!","9,0",0,1,7.0,2.0
"Sarahs place was perfect for our quick trip to Montreal. Location was amazing, parking in the building was a huge plus, the apartment was super clean and we felt right at home. Would defintely love to stay here again :)","10,0",4,1,10.0,0.0
"Très bon séjour chez Philippe, l'appartement est propre et calme, très bien situé.","9,0",0,0,7.0,2.0
"Our stay was great. The space was true to pictures, very modern and simple in a way that felt like a hotel! I stayed with 5 other friends, each of us was left a towel, shampoo soap etc. The kitchen was fully stocked with anything you might need! Everything was extremely clean, organized, and the size was great for 6 or even 8 guests. All in all an amazing experience. ","10,0",4,1,10.0,0.0
"装潢很棒 北欧风,干净整洁｡","9,0",0,0,7.0,2.0
Très propre et conforme à l'annonce. Meriem a été très réactive aux messages et la communication était parfaite. Recommandé!,"10,0",2,0,10.0,0.0
"Bien meuble, confortable, pour être au centre ville ou encore à proximité du vieux Montreal emplacement idéal.","10,0",4,0,10.0,0.0
Nice place near everything!,"10,0",3,1,10.0,0.0
Tyler's downtown studio is a very nice getaway spot for the perfect weekend in Montreal. The studio was very clean and perfect upon check in. It's in a great location surrounded by shopping and food. The parking spot is a block away and it is a private spot so there is no worry about finding parking on the street. Tyler was very easy to communicate with and I would recommend staying here if you are planning a trip to Montreal.,"9,0",3,1,10.0,-1.0
"This place was great. Cozy, clean, minutes from metro, short walk from the lively Ontario street. 

We stayed in and cooked, and the kitchen had everything we needed and more (flour, milk, coffee..) we felt like home. Really appreciated! Thanks again William!","10,0",4,1,10.0,0.0
